date,username,tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,final_tweet,sentiment
2022-10-24 09:34:13+00:00,pejuangiman2,manfaatkan blt bbm dengan bijak kepulauan riau dukung blt bbm,"['manfaatkan', 'blt', 'bbm', 'dengan', 'bijak', 'kepulauan', 'riau', 'dukung', 'blt', 'bbm']",<FreqDist with 8 samples and 10 outcomes>,"['manfaatkan', 'blt', 'bbm', 'bijak', 'kepulauan', 'riau', 'dukung', 'blt', 'bbm']",manfaatkan blt bbm bijak kepulauan riau dukung blt bbm,1.0
2022-10-24 09:34:08+00:00,hartatikasnan,pemerintah berusaha mengendalikan inflasi akibat penyesuaian harga bbm walau harga barangbarang di pasar mengalam,"['pemerintah', 'berusaha', 'mengendalikan', 'inflasi', 'akibat', 'penyesuaian', 'harga', 'bbm', 'walau', 'harga', 'barangbarang', 'di', 'pasar', 'mengalam']",<FreqDist with 13 samples and 14 outcomes>,"['pemerintah', 'berusaha', 'mengendalikan', 'inflasi', 'akibat', 'penyesuaian', 'harga', 'bbm', 'harga', 'barangbarang', 'pasar', 'mengalam']",pemerintah berusaha mengendalikan inflasi akibat penyesuaian harga bbm harga barangbarang pasar mengalam,-1.0
2022-10-24 09:33:44+00:00,pejuangiman2,bijak manfaatkan blt bbm kepulauan riau dukung blt bbm,"['bijak', 'manfaatkan', 'blt', 'bbm', 'kepulauan', 'riau', 'dukung', 'blt', 'bbm']",<FreqDist with 7 samples and 9 outcomes>,"['bijak', 'manfaatkan', 'blt', 'bbm', 'kepulauan', 'riau', 'dukung', 'blt', 'bbm']",bijak manfaatkan blt bbm kepulauan riau dukung blt bbm,1.0
2022-10-24 09:33:31+00:00,DiatmikaSyam,kabar gembira nih blt bbm tahap sudah cair,"['kabar', 'gembira', 'nih', 'blt', 'bbm', 'tahap', 'sudah', 'cair']",<FreqDist with 8 samples and 8 outcomes>,"['kabar', 'gembira', 'blt', 'bbm', 'tahap', 'cair']",kabar gembira blt bbm tahap cair,1.0
2022-10-24 09:33:28+00:00,hartatikasnan,pasca penyesuaian harga bbm pemerintah memiliki strategi jitu agar keadaan tidak memburuk dan menjadi inflasi parah,"['pasca', 'penyesuaian', 'harga', 'bbm', 'pemerintah', 'memiliki', 'strategi', 'jitu', 'agar', 'keadaan', 'tidak', 'memburuk', 'dan', 'menjadi', 'inflasi', 'parah']",<FreqDist with 16 samples and 16 outcomes>,"['pasca', 'penyesuaian', 'harga', 'bbm', 'pemerintah', 'memiliki', 'strategi', 'jitu', 'memburuk', 'inflasi', 'parah']",pasca penyesuaian harga bbm pemerintah memiliki strategi jitu memburuk inflasi parah,-1.0
2022-10-24 09:33:28+00:00,CandramayaL,kabar gembira nih blt bbm tahap sudah cair,"['kabar', 'gembira', 'nih', 'blt', 'bbm', 'tahap', 'sudah', 'cair']",<FreqDist with 8 samples and 8 outcomes>,"['kabar', 'gembira', 'blt', 'bbm', 'tahap', 'cair']",kabar gembira blt bbm tahap cair,1.0
2022-10-24 09:33:24+00:00,ayu_danastri,kabar gembira nih blt bbm tahap sudah cair,"['kabar', 'gembira', 'nih', 'blt', 'bbm', 'tahap', 'sudah', 'cair']",<FreqDist with 8 samples and 8 outcomes>,"['kabar', 'gembira', 'blt', 'bbm', 'tahap', 'cair']",kabar gembira blt bbm tahap cair,1.0
2022-10-24 09:33:21+00:00,ArtDisis,kabar gembira nih blt bbm tahap sudah cair,"['kabar', 'gembira', 'nih', 'blt', 'bbm', 'tahap', 'sudah', 'cair']",<FreqDist with 8 samples and 8 outcomes>,"['kabar', 'gembira', 'blt', 'bbm', 'tahap', 'cair']",kabar gembira blt bbm tahap cair,1.0
2022-10-24 09:33:18+00:00,AdelWinny,kabar gembira nih blt bbm tahap sudah cair,"['kabar', 'gembira', 'nih', 'blt', 'bbm', 'tahap', 'sudah', 'cair']",<FreqDist with 8 samples and 8 outcomes>,"['kabar', 'gembira', 'blt', 'bbm', 'tahap', 'cair']",kabar gembira blt bbm tahap cair,1.0
2022-10-24 09:32:08+00:00,cor_vid,pemerintah berikan blt bbm untuk warga tidak mampu jambi,"['pemerintah', 'berikan', 'blt', 'bbm', 'untuk', 'warga', 'tidak', 'mampu', 'jambi']",<FreqDist with 9 samples and 9 outcomes>,"['pemerintah', 'blt', 'bbm', 'warga', 'jambi']",pemerintah blt bbm warga jambi,0.0
2022-10-24 09:30:58+00:00,babegalak1,bantalan sosial dari subsidi blt bbm dapat menjaga tingkat laju inflasi bahkan berada di bawah laju inflasi tahun,"['bantalan', 'sosial', 'dari', 'subsidi', 'blt', 'bbm', 'dapat', 'menjaga', 'tingkat', 'laju', 'inflasi', 'bahkan', 'berada', 'di', 'bawah', 'laju', 'inflasi', 'tahun']",<FreqDist with 16 samples and 18 outcomes>,"['bantalan', 'sosial', 'subsidi', 'blt', 'bbm', 'menjaga', 'tingkat', 'laju', 'inflasi', 'laju', 'inflasi']",bantalan sosial subsidi blt bbm menjaga tingkat laju inflasi laju inflasi,1.0
2022-10-24 09:30:36+00:00,yeributkuy,penyesuaian harga bbm tidak berdampak pd inflasi dan langkah pengendalian inflasi pasca penyesuaian harga bbm dian,"['penyesuaian', 'harga', 'bbm', 'tidak', 'berdampak', 'pd', 'inflasi', 'dan', 'langkah', 'pengendalian', 'inflasi', 'pasca', 'penyesuaian', 'harga', 'bbm', 'dian']",<FreqDist with 12 samples and 16 outcomes>,"['penyesuaian', 'harga', 'bbm', 'berdampak', 'pd', 'inflasi', 'langkah', 'pengendalian', 'inflasi', 'pasca', 'penyesuaian', 'harga', 'bbm', 'dian']",penyesuaian harga bbm berdampak pd inflasi langkah pengendalian inflasi pasca penyesuaian harga bbm dian,-1.0
2022-10-24 09:29:56+00:00,cor_vid,pemeritah siapkan bantuan blt bbm dan subsidi upah pasca kenaikan harga bbm jambi,"['pemeritah', 'siapkan', 'bantuan', 'blt', 'bbm', 'dan', 'subsidi', 'upah', 'pasca', 'kenaikan', 'harga', 'bbm', 'jambi']",<FreqDist with 12 samples and 13 outcomes>,"['pemeritah', 'siapkan', 'bantuan', 'blt', 'bbm', 'subsidi', 'upah', 'pasca', 'kenaikan', 'harga', 'bbm', 'jambi']",pemeritah siapkan bantuan blt bbm subsidi upah pasca kenaikan harga bbm jambi,1.0
2022-10-24 09:27:13+00:00,Melania8181,penyaluran blt bbm mendapat apresiasi masyarakat,"['penyaluran', 'blt', 'bbm', 'mendapat', 'apresiasi', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['penyaluran', 'blt', 'bbm', 'apresiasi', 'masyarakat']",penyaluran blt bbm apresiasi masyarakat,0.0
2022-10-24 09:27:12+00:00,Malissa8181,penyaluran blt bbm mendapat apresiasi masyarakat,"['penyaluran', 'blt', 'bbm', 'mendapat', 'apresiasi', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['penyaluran', 'blt', 'bbm', 'apresiasi', 'masyarakat']",penyaluran blt bbm apresiasi masyarakat,0.0
2022-10-24 09:27:11+00:00,Janell_2121,penyaluran blt bbm mendapat apresiasi masyarakat,"['penyaluran', 'blt', 'bbm', 'mendapat', 'apresiasi', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['penyaluran', 'blt', 'bbm', 'apresiasi', 'masyarakat']",penyaluran blt bbm apresiasi masyarakat,0.0
2022-10-24 09:27:11+00:00,Clariss2121,penyaluran blt bbm mendapat apresiasi masyarakat,"['penyaluran', 'blt', 'bbm', 'mendapat', 'apresiasi', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['penyaluran', 'blt', 'bbm', 'apresiasi', 'masyarakat']",penyaluran blt bbm apresiasi masyarakat,0.0
2022-10-24 09:27:04+00:00,GunungInfo,blt bbm dongkrak daya beli masyarakat kalimantan tengah,"['blt', 'bbm', 'dongkrak', 'daya', 'beli', 'masyarakat', 'kalimantan', 'tengah']",<FreqDist with 8 samples and 8 outcomes>,"['blt', 'bbm', 'dongkrak', 'daya', 'beli', 'masyarakat', 'kalimantan']",blt bbm dongkrak daya beli masyarakat kalimantan,0.0
2022-10-24 09:27:00+00:00,GunungInfo,manfaatkan penggunaan blt bbm dengan bijak kalimantan tengah,"['manfaatkan', 'penggunaan', 'blt', 'bbm', 'dengan', 'bijak', 'kalimantan', 'tengah']",<FreqDist with 8 samples and 8 outcomes>,"['manfaatkan', 'penggunaan', 'blt', 'bbm', 'bijak', 'kalimantan']",manfaatkan penggunaan blt bbm bijak kalimantan,1.0
2022-10-24 09:26:57+00:00,GunungInfo,ayo bijak manfaatkan blt bbm kalimantan tengah,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'kalimantan', 'tengah']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'kalimantan']",ayo bijak manfaatkan blt bbm kalimantan,1.0
2022-10-24 09:23:11+00:00,Negerijaya1,upaya pemerintah memberikan blt bbm mampu menjadi bantalan sosial bagi masyarakat,"['upaya', 'pemerintah', 'memberikan', 'blt', 'bbm', 'mampu', 'menjadi', 'bantalan', 'sosial', 'bagi', 'masyarakat']",<FreqDist with 11 samples and 11 outcomes>,"['upaya', 'pemerintah', 'blt', 'bbm', 'bantalan', 'sosial', 'masyarakat']",upaya pemerintah blt bbm bantalan sosial masyarakat,1.0
2022-10-24 09:23:04+00:00,eradotid,di sumsel ada sebanyak keluarga penerima manfaat kpm yang mendapatkan blt bbm,"['di', 'sumsel', 'ada', 'sebanyak', 'keluarga', 'penerima', 'manfaat', 'kpm', 'yang', 'mendapatkan', 'blt', 'bbm']",<FreqDist with 12 samples and 12 outcomes>,"['sumsel', 'keluarga', 'penerima', 'manfaat', 'kpm', 'blt', 'bbm']",sumsel keluarga penerima manfaat kpm blt bbm,1.0
2022-10-24 09:22:47+00:00,GandalfReborn1,masyarakat jawa timur berterima kasih kepada presiden jokowi atas penyalur,"['masyarakat', 'jawa', 'timur', 'berterima', 'kasih', 'kepada', 'presiden', 'jokowi', 'atas', 'penyalur']",<FreqDist with 10 samples and 10 outcomes>,"['masyarakat', 'jawa', 'timur', 'berterima', 'kasih', 'presiden', 'jokowi', 'penyalur']",masyarakat jawa timur berterima kasih presiden jokowi penyalur,1.0
2022-10-24 09:21:21+00:00,GandalfReborn1,blt bbm dukung pertumbuhan ekonomi di jawa timur,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'di', 'jawa', 'timur']",<FreqDist with 8 samples and 8 outcomes>,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'jawa', 'timur']",blt bbm dukung pertumbuhan ekonomi jawa timur,1.0
2022-10-24 09:19:51+00:00,GandalfReborn1,blt sangat membantu masyarakat jawa timur,"['blt', 'sangat', 'membantu', 'masyarakat', 'jawa', 'timur']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'membantu', 'masyarakat', 'jawa', 'timur']",blt membantu masyarakat jawa timur,1.0
2022-10-24 09:18:39+00:00,Inforpolitik,dukung dan kawal penyaluran blt dki jakarta,"['dukung', 'dan', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",dukung kawal penyaluran blt dki jakarta,1.0
2022-10-24 09:18:33+00:00,GayoMandala,blt hak segala rakyat indonesia terima kasih presiden dan pemerintah,"['blt', 'hak', 'segala', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'dan', 'pemerintah']",<FreqDist with 10 samples and 10 outcomes>,"['blt', 'hak', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'pemerintah']",blt hak rakyat indonesia terima kasih presiden pemerintah,1.0
2022-10-24 09:18:32+00:00,Inforpolitik,blt bbm sanagat bermanfaat dki jakarta,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",blt bbm sanagat bermanfaat dki jakarta,1.0
2022-10-24 09:18:32+00:00,ericka_logarta,blt hak segala rakyat indonesia terima kasih presiden dan pemerintah,"['blt', 'hak', 'segala', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'dan', 'pemerintah']",<FreqDist with 10 samples and 10 outcomes>,"['blt', 'hak', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'pemerintah']",blt hak rakyat indonesia terima kasih presiden pemerintah,1.0
2022-10-24 09:18:31+00:00,luisaidos_20,blt hak segala rakyat indonesia terima kasih presiden dan pemerintah,"['blt', 'hak', 'segala', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'dan', 'pemerintah']",<FreqDist with 10 samples and 10 outcomes>,"['blt', 'hak', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'pemerintah']",blt hak rakyat indonesia terima kasih presiden pemerintah,1.0
2022-10-24 09:18:30+00:00,Inforpolitik,penyaluran blt bbm hampir persen dki jakarta,"['penyaluran', 'blt', 'bbm', 'hampir', 'persen', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['penyaluran', 'blt', 'bbm', 'persen', 'dki', 'jakarta']",penyaluran blt bbm persen dki jakarta,0.0
2022-10-24 09:18:30+00:00,carlosbullet1,blt hak segala rakyat indonesia terima kasih presiden dan pemerintah,"['blt', 'hak', 'segala', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'dan', 'pemerintah']",<FreqDist with 10 samples and 10 outcomes>,"['blt', 'hak', 'rakyat', 'indonesia', 'terima', 'kasih', 'presiden', 'pemerintah']",blt hak rakyat indonesia terima kasih presiden pemerintah,1.0
2022-10-24 09:18:29+00:00,Inforpolitik,masyarakat apresiasi blt untuk rakyat dki jakarta,"['masyarakat', 'apresiasi', 'blt', 'untuk', 'rakyat', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['masyarakat', 'apresiasi', 'blt', 'rakyat', 'dki', 'jakarta']",masyarakat apresiasi blt rakyat dki jakarta,0.0
2022-10-24 09:18:28+00:00,Inforpolitik,hore blt cair lagi dki jakarta,"['hore', 'blt', 'cair', 'lagi', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['hore', 'blt', 'cair', 'dki', 'jakarta']",hore blt cair dki jakarta,0.0
2022-10-24 09:18:27+00:00,Inforpolitik,dukung pemerintah percepat penyaluran blt dki jakarta,"['dukung', 'pemerintah', 'percepat', 'penyaluran', 'blt', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'pemerintah', 'percepat', 'penyaluran', 'blt', 'dki', 'jakarta']",dukung pemerintah percepat penyaluran blt dki jakarta,1.0
2022-10-24 09:18:26+00:00,Inforpolitik,mantap blt cair semoga bermanfaat dki jakarta,"['mantap', 'blt', 'cair', 'semoga', 'bermanfaat', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['mantap', 'blt', 'cair', 'semoga', 'bermanfaat', 'dki', 'jakarta']",mantap blt cair semoga bermanfaat dki jakarta,1.0
2022-10-24 09:18:24+00:00,Inforpolitik,blt bbm sanagat bermanfaat dki jakarta,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'sanagat', 'bermanfaat', 'dki', 'jakarta']",blt bbm sanagat bermanfaat dki jakarta,1.0
2022-10-24 09:18:23+00:00,Inforpolitik,penyaluran blt bbm hampir persen dki jakarta,"['penyaluran', 'blt', 'bbm', 'hampir', 'persen', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['penyaluran', 'blt', 'bbm', 'persen', 'dki', 'jakarta']",penyaluran blt bbm persen dki jakarta,0.0
2022-10-24 09:18:22+00:00,Inforpolitik,dukung dan kawal penyaluran blt dki jakarta,"['dukung', 'dan', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'kawal', 'penyaluran', 'blt', 'dki', 'jakarta']",dukung kawal penyaluran blt dki jakarta,1.0
2022-10-24 09:18:21+00:00,Inforpolitik,asyik blt cair utk ojol bulan oktober dki jakarta,"['asyik', 'blt', 'cair', 'utk', 'ojol', 'bulan', 'oktober', 'dki', 'jakarta']",<FreqDist with 9 samples and 9 outcomes>,"['asyik', 'blt', 'cair', 'ojol', 'oktober', 'dki', 'jakarta']",asyik blt cair ojol oktober dki jakarta,1.0
2022-10-24 09:18:19+00:00,Inforpolitik,masyarakat apresiasi blt untuk rakyat dki jakarta,"['masyarakat', 'apresiasi', 'blt', 'untuk', 'rakyat', 'dki', 'jakarta']",<FreqDist with 7 samples and 7 outcomes>,"['masyarakat', 'apresiasi', 'blt', 'rakyat', 'dki', 'jakarta']",masyarakat apresiasi blt rakyat dki jakarta,0.0
2022-10-24 09:18:19+00:00,GandalfReborn1,masyarakat jawa timur sambut baik blt bbm dari pemerintah,"['masyarakat', 'jawa', 'timur', 'sambut', 'baik', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 9 samples and 9 outcomes>,"['masyarakat', 'jawa', 'timur', 'sambut', 'blt', 'bbm', 'pemerintah']",masyarakat jawa timur sambut blt bbm pemerintah,1.0
2022-10-24 09:18:18+00:00,Inforpolitik,pembagian blt mudah dan tepat sasaran dki jakarta,"['pembagian', 'blt', 'mudah', 'dan', 'tepat', 'sasaran', 'dki', 'jakarta']",<FreqDist with 8 samples and 8 outcomes>,"['pembagian', 'blt', 'mudah', 'sasaran', 'dki', 'jakarta']",pembagian blt mudah sasaran dki jakarta,1.0
2022-10-24 09:18:17+00:00,Inforpolitik,dukung blt tepat sasaran dki jakarta,"['dukung', 'blt', 'tepat', 'sasaran', 'dki', 'jakarta']",<FreqDist with 6 samples and 6 outcomes>,"['dukung', 'blt', 'sasaran', 'dki', 'jakarta']",dukung blt sasaran dki jakarta,1.0
2022-10-24 09:16:55+00:00,Rosalva81659421,dukung blt yang sangat membantu masyrakat di jawa timur,"['dukung', 'blt', 'yang', 'sangat', 'membantu', 'masyrakat', 'di', 'jawa', 'timur']",<FreqDist with 9 samples and 9 outcomes>,"['dukung', 'blt', 'membantu', 'masyrakat', 'jawa', 'timur']",dukung blt membantu masyrakat jawa timur,1.0
2022-10-24 09:16:44+00:00,GandalfReborn1,blt sangat membantu masyarakat jawa timur,"['blt', 'sangat', 'membantu', 'masyarakat', 'jawa', 'timur']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'membantu', 'masyarakat', 'jawa', 'timur']",blt membantu masyarakat jawa timur,1.0
2022-10-24 09:14:50+00:00,Rosalva81659421,blt bbm dukung pertumbuhan ekonomi di jawa timur,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'di', 'jawa', 'timur']",<FreqDist with 8 samples and 8 outcomes>,"['blt', 'bbm', 'dukung', 'pertumbuhan', 'ekonomi', 'jawa', 'timur']",blt bbm dukung pertumbuhan ekonomi jawa timur,1.0
2022-10-24 09:14:39+00:00,GolkarSultra24,blt cair tepat sasaran rakyat jangan khawatir,"['blt', 'cair', 'tepat', 'sasaran', 'rakyat', 'jangan', 'khawatir']",<FreqDist with 7 samples and 7 outcomes>,"['blt', 'cair', 'sasaran', 'rakyat', 'khawatir']",blt cair sasaran rakyat khawatir,0.0
2022-10-24 09:13:49+00:00,GandalfReborn1,terimakasih blt bbm sudah sampai di jawa timur buat kami semua bahagia,"['terimakasih', 'blt', 'bbm', 'sudah', 'sampai', 'di', 'jawa', 'timur', 'buat', 'kami', 'semua', 'bahagia']",<FreqDist with 12 samples and 12 outcomes>,"['terimakasih', 'blt', 'bbm', 'jawa', 'timur', 'bahagia']",terimakasih blt bbm jawa timur bahagia,1.0
2022-10-24 09:12:34+00:00,Rosalva81659421,ardi masyarakat jawa timur apresiasi amp dukung komitmen pemerintah pastikan dana blt ma,"['ardi', 'masyarakat', 'jawa', 'timur', 'apresiasi', 'amp', 'dukung', 'komitmen', 'pemerintah', 'pastikan', 'dana', 'blt', 'ma']",<FreqDist with 13 samples and 13 outcomes>,"['ardi', 'masyarakat', 'jawa', 'timur', 'apresiasi', 'dukung', 'komitmen', 'pemerintah', 'pastikan', 'dana', 'blt', 'ma']",ardi masyarakat jawa timur apresiasi dukung komitmen pemerintah pastikan dana blt ma,1.0
2022-10-24 09:12:11+00:00,GandalfReborn1,terimakasih blt bbm sudah sampai di jawa timur buat kami semua bahagia,"['terimakasih', 'blt', 'bbm', 'sudah', 'sampai', 'di', 'jawa', 'timur', 'buat', 'kami', 'semua', 'bahagia']",<FreqDist with 12 samples and 12 outcomes>,"['terimakasih', 'blt', 'bbm', 'jawa', 'timur', 'bahagia']",terimakasih blt bbm jawa timur bahagia,1.0
2022-10-24 09:11:05+00:00,KokoPrasetya12,blt bbm cara tepat bantuan tepat sasaran,"['blt', 'bbm', 'cara', 'tepat', 'bantuan', 'tepat', 'sasaran']",<FreqDist with 6 samples and 7 outcomes>,"['blt', 'bbm', 'bantuan', 'sasaran']",blt bbm bantuan sasaran,1.0
2022-10-24 09:10:52+00:00,KokoPrasetya12,sangat bersyukur karena adanya blt bbm dan blt lainnya,"['sangat', 'bersyukur', 'karena', 'adanya', 'blt', 'bbm', 'dan', 'blt', 'lainnya']",<FreqDist with 8 samples and 9 outcomes>,"['bersyukur', 'blt', 'bbm', 'blt']",bersyukur blt bbm blt,0.0
2022-10-24 09:10:40+00:00,KokoPrasetya12,pemerintah gencar menyalurkan blt bbm kepada masyarakat,"['pemerintah', 'gencar', 'menyalurkan', 'blt', 'bbm', 'kepada', 'masyarakat']",<FreqDist with 7 samples and 7 outcomes>,"['pemerintah', 'gencar', 'menyalurkan', 'blt', 'bbm', 'masyarakat']",pemerintah gencar menyalurkan blt bbm masyarakat,0.0
2022-10-24 09:10:34+00:00,GandalfReborn1,masyarakat jawa timur sangat mendukung blt bbm tepat sasaran,"['masyarakat', 'jawa', 'timur', 'sangat', 'mendukung', 'blt', 'bbm', 'tepat', 'sasaran']",<FreqDist with 9 samples and 9 outcomes>,"['masyarakat', 'jawa', 'timur', 'mendukung', 'blt', 'bbm', 'sasaran']",masyarakat jawa timur mendukung blt bbm sasaran,1.0
2022-10-24 09:10:26+00:00,Rosalva81659421,blt untuk tukang becakojol cair komunitas ojol di jawa timur dukung penyaluran blt,"['blt', 'untuk', 'tukang', 'becakojol', 'cair', 'komunitas', 'ojol', 'di', 'jawa', 'timur', 'dukung', 'penyaluran', 'blt']",<FreqDist with 12 samples and 13 outcomes>,"['blt', 'tukang', 'becakojol', 'cair', 'komunitas', 'ojol', 'jawa', 'timur', 'dukung', 'penyaluran', 'blt']",blt tukang becakojol cair komunitas ojol jawa timur dukung penyaluran blt,1.0
2022-10-24 09:09:45+00:00,KokoPrasetya12,blt bbm mampu meringankan beban masyarakat,"['blt', 'bbm', 'mampu', 'meringankan', 'beban', 'masyarakat']",<FreqDist with 6 samples and 6 outcomes>,"['blt', 'bbm', 'meringankan', 'beban', 'masyarakat']",blt bbm meringankan beban masyarakat,0.0
2022-10-24 09:09:30+00:00,KokoPrasetya12,blt memang lebih efektif karena sasaran jelas,"['blt', 'memang', 'lebih', 'efektif', 'karena', 'sasaran', 'jelas']",<FreqDist with 7 samples and 7 outcomes>,"['blt', 'efektif', 'sasaran']",blt efektif sasaran,1.0
2022-10-24 09:09:20+00:00,ardi_fps,ayo bijak manfaatkan blt bbm sumatera utara,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'sumatera', 'utara']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'bijak', 'manfaatkan', 'blt', 'bbm', 'sumatera', 'utara']",ayo bijak manfaatkan blt bbm sumatera utara,1.0
2022-10-24 09:09:05+00:00,GandalfReborn1,masyarakat jawa timur sambut baik blt bbm dari pemerintah,"['masyarakat', 'jawa', 'timur', 'sambut', 'baik', 'blt', 'bbm', 'dari', 'pemerintah']",<FreqDist with 9 samples and 9 outcomes>,"['masyarakat', 'jawa', 'timur', 'sambut', 'blt', 'bbm', 'pemerintah']",masyarakat jawa timur sambut blt bbm pemerintah,1.0
2022-10-24 09:09:05+00:00,KokoPrasetya12,dukung penyaluran blt,"['dukung', 'penyaluran', 'blt']",<FreqDist with 3 samples and 3 outcomes>,"['dukung', 'penyaluran', 'blt']",dukung penyaluran blt,1.0
2022-10-24 09:08:28+00:00,ardi_fps,manfaatkan penggunaan blt bbm dengan bijak sumatera utara,"['manfaatkan', 'penggunaan', 'blt', 'bbm', 'dengan', 'bijak', 'sumatera', 'utara']",<FreqDist with 8 samples and 8 outcomes>,"['manfaatkan', 'penggunaan', 'blt', 'bbm', 'bijak', 'sumatera', 'utara']",manfaatkan penggunaan blt bbm bijak sumatera utara,1.0
2022-10-24 09:08:23+00:00,Rosalva81659421,dukung blt yang sangat membantu masyrakat di jawa timur,"['dukung', 'blt', 'yang', 'sangat', 'membantu', 'masyrakat', 'di', 'jawa', 'timur']",<FreqDist with 9 samples and 9 outcomes>,"['dukung', 'blt', 'membantu', 'masyrakat', 'jawa', 'timur']",dukung blt membantu masyrakat jawa timur,1.0
2022-10-24 09:08:15+00:00,ChaychayPalo,mantap semoga semuanya cepat selesai dan tepat sasaran ya pak daerah istimewa yogyakarta blt bbm yogyakarta,"['mantap', 'semoga', 'semuanya', 'cepat', 'selesai', 'dan', 'tepat', 'sasaran', 'ya', 'pak', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",<FreqDist with 15 samples and 16 outcomes>,"['mantap', 'semoga', 'cepat', 'selesai', 'sasaran', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",mantap semoga cepat selesai sasaran daerah istimewa yogyakarta blt bbm yogyakarta,1.0
2022-10-24 09:08:12+00:00,ChaychayPalo,blt bbm sangat bermanfaat bagi masyarakat daerah istimewa yogyakarta blt bbm yogyakarta,"['blt', 'bbm', 'sangat', 'bermanfaat', 'bagi', 'masyarakat', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",<FreqDist with 9 samples and 12 outcomes>,"['blt', 'bbm', 'bermanfaat', 'masyarakat', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",blt bbm bermanfaat masyarakat daerah istimewa yogyakarta blt bbm yogyakarta,1.0
2022-10-24 09:07:30+00:00,ChaychayPalo,masyarakat perlu memahami keputusan sulit yang harus diambil pemerintah daerah istimewa yogyakarta blt bbm yogyaka,"['masyarakat', 'perlu', 'memahami', 'keputusan', 'sulit', 'yang', 'harus', 'diambil', 'pemerintah', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyaka']",<FreqDist with 15 samples and 15 outcomes>,"['masyarakat', 'memahami', 'keputusan', 'sulit', 'diambil', 'pemerintah', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyaka']",masyarakat memahami keputusan sulit diambil pemerintah daerah istimewa yogyakarta blt bbm yogyaka,1.0
2022-10-24 09:07:28+00:00,ChaychayPalo,jokowi sudah salurkan blt bbm sebanyak jt penerima daerah istimewa yogyakarta blt bbm yogyakarta,"['jokowi', 'sudah', 'salurkan', 'blt', 'bbm', 'sebanyak', 'jt', 'penerima', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",<FreqDist with 11 samples and 14 outcomes>,"['jokowi', 'salurkan', 'blt', 'bbm', 'jt', 'penerima', 'daerah', 'istimewa', 'yogyakarta', 'blt', 'bbm', 'yogyakarta']",jokowi salurkan blt bbm jt penerima daerah istimewa yogyakarta blt bbm yogyakarta,1.0
